Line,Station,Code,day_of_week,hour,route_day_hour_avg_delay,route_hour_avg_delay,route_avg_delay
Line 2,KENNEDY BD STATION,MUIS,3,21,0.0,0.0,0.03759398496240601
Line 2,KENNEDY BD STATION,MUIS,3,22,0.0,0.0,0.03759398496240601
Line 2,KENNEDY BD STATION,MUIS,3,23,0.0,0.0,0.03759398496240601
Line 2,KENNEDY BD STATION,MUIS,4,0,0.0,0.0,0.03759398496240601
Line 2,KENNEDY BD STATION,MUIS,4,1,0.0,0.0,0.03759398496240601
Line 2,KENNEDY BD STATION,MUIS,4,2,0.0,0.0,0.03759398496240601
Line 2,KENNEDY BD STATION,MUIS,4,5,0.0,0.0,0.03759398496240601
Line 2,KENNEDY BD STATION,MUIS,4,10,0.0,0.0,0.03759398496240601
Line 2,KENNEDY BD STATION,MUIS,4,14,0.0,0.0,0.03759398496240601
Line 2,KENNEDY BD STATION,MUIS,4,16,0.0,0.23076923076923078,0.03759398496240601
Line 2,KENNEDY BD STATION,MUIS,4,17,0.0,0.0,0.03759398496240601
Line 2,KENNEDY BD STATION,MUIS,4,18,0.0,0.0,0.03759398496240601
Line 2,KENNEDY BD STATION,MUIS,4,19,0.0,0.0,0.03759398496240601
Line 2,KENNEDY BD STATION,MUIS,4,21,0.0,0.0,0.03759398496240601
Line 2,KENNEDY BD STATION,MUIS,4,22,0.0,0.0,0.03759398496240601
Line 2,KENNEDY BD STATION,MUIS,4,23,0.0,0.0,0.03759398496240601
Line 2,KENNEDY BD STATION,MUIS,5,0,0.0,0.0,0.03759398496240601
Line 2,KENNEDY BD STATION,MUIS,5,1,0.0,0.0,0.03759398496240601
Line 2,KENNEDY BD STATION,MUIS,5,2,0.0,0.0,0.03759398496240601
Line 2,KENNEDY BD STATION,MUIS,5,7,0.0,0.0,0.03759398496240601
Line 2,KENNEDY BD STATION,MUIS,5,8,0.0,0.0,0.03759398496240601
Line 2,KENNEDY BD STATION,MUIS,5,9,0.0,0.0,0.03759398496240601
Line 2,KENNEDY BD STATION,MUIS,5,10,0.0,0.0,0.03759398496240601
Line 2,KENNEDY BD STATION,MUIS,5,11,0.0,0.0,0.03759398496240601
Line 2,KENNEDY BD STATION,MUIS,5,14,0.0,0.0,0.03759398496240601
Line 2,KENNEDY BD STATION,MUIS,5,15,0.0,0.875,0.03759398496240601
Line 2,KENNEDY BD STATION,MUIS,5,16,0.0,0.23076923076923078,0.03759398496240601
Line 2,KENNEDY BD STATION,MUIS,5,17,0.0,0.0,0.03759398496240601
Line 2,KENNEDY BD STATION,MUIS,5,18,0.0,0.0,0.03759398496240601
Line 2,KENNEDY BD STATION,MUIS,5,19,0.0,0.0,0.03759398496240601
Line 2,KENNEDY BD STATION,MUIS,5,20,0.0,0.0,0.03759398496240601
Line 2,KENNEDY BD STATION,MUIS,5,22,0.0,0.0,0.03759398496240601
Line 2,KENNEDY BD STATION,MUIS,5,23,0.0,0.0,0.03759398496240601
Line 2,KENNEDY BD STATION,MUIS,6,0,0.0,0.0,0.03759398496240601
Line 2,KENNEDY BD STATION,MUIS,6,1,0.0,0.0,0.03759398496240601
Line 2,KENNEDY BD STATION,MUIS,6,2,0.0,0.0,0.03759398496240601
Line 2,KENNEDY BD STATION,MUIS,6,8,0.0,0.0,0.03759398496240601
Line 2,KENNEDY BD STATION,MUIS,6,9,0.0,0.0,0.03759398496240601
Line 2,KENNEDY BD STATION,MUIS,6,10,0.0,0.0,0.03759398496240601
Line 2,KENNEDY BD STATION,MUIS,6,11,0.0,0.0,0.03759398496240601
Line 2,KENNEDY BD STATION,MUIS,6,13,0.0,0.0,0.03759398496240601
Line 2,KENNEDY BD STATION,MUIS,6,14,0.0,0.0,0.03759398496240601
Line 2,KENNEDY BD STATION,MUIS,6,15,0.0,0.875,0.03759398496240601
Line 2,KENNEDY BD STATION,MUIS,6,16,0.0,0.23076923076923078,0.03759398496240601
Line 2,KENNEDY BD STATION,MUIS,6,17,0.0,0.0,0.03759398496240601
Line 2,KENNEDY BD STATION,MUIS,6,18,0.0,0.0,0.03759398496240601
Line 2,KENNEDY BD STATION,MUIS,6,19,0.0,0.0,0.03759398496240601
Line 2,KENNEDY BD STATION,MUIS,6,21,0.0,0.0,0.03759398496240601
Line 2,KENNEDY BD STATION,MUIS,6,23,0.0,0.0,0.03759398496240601
Line 2,KENNEDY BD STATION,MUNCA,0,4,0.0,0.0,0.0
Line 2,KENNEDY BD STATION,MUNCA,0,5,0.0,0.0,0.0
Line 2,KENNEDY BD STATION,MUNCA,0,17,0.0,0.0,0.0
Line 2,KENNEDY BD STATION,MUNCA,1,5,0.0,0.0,0.0
Line 2,KENNEDY BD STATION,MUNCA,3,4,0.0,0.0,0.0
Line 2,KENNEDY BD STATION,MUNCA,3,10,0.0,0.0,0.0
Line 2,KENNEDY BD STATION,MUNCA,3,11,0.0,0.0,0.0
Line 2,KENNEDY BD STATION,MUNCA,3,16,0.0,0.0,0.0
Line 2,KENNEDY BD STATION,MUNCA,3,17,0.0,0.0,0.0
Line 2,KENNEDY BD STATION,MUNCA,4,3,0.0,0.0,0.0
Line 2,KENNEDY BD STATION,MUNCA,4,14,0.0,0.0,0.0
Line 2,KENNEDY BD STATION,MUNCA,4,16,0.0,0.0,0.0
Line 2,KENNEDY BD STATION,MUNCA,5,16,0.0,0.0,0.0
Line 2,KENNEDY BD STATION,MUNCA,5,18,0.0,0.0,0.0
Line 2,KENNEDY BD STATION,MUNCA,6,7,0.0,0.0,0.0
Line 2,KENNEDY BD STATION,MUNCA,6,17,0.0,0.0,0.0
Line 2,KENNEDY BD STATION,MUNOA,0,21,6.0,6.0,4.666666666666667
Line 2,KENNEDY BD STATION,MUNOA,4,19,4.0,4.0,4.666666666666667
Line 2,KENNEDY BD STATION,MUNOA,5,12,4.0,4.0,4.666666666666667
Line 2,KENNEDY BD STATION,MUO,0,5,5.0,5.2,3.1176470588235294
Line 2,KENNEDY BD STATION,MUO,0,9,0.0,2.0,3.1176470588235294
Line 2,KENNEDY BD STATION,MUO,0,16,0.0,0.0,3.1176470588235294
Line 2,KENNEDY BD STATION,MUO,0,19,4.0,4.0,3.1176470588235294
Line 2,KENNEDY BD STATION,MUO,1,5,5.0,5.2,3.1176470588235294
Line 2,KENNEDY BD STATION,MUO,1,10,0.0,0.0,3.1176470588235294
Line 2,KENNEDY BD STATION,MUO,2,5,5.5,5.2,3.1176470588235294
Line 2,KENNEDY BD STATION,MUO,2,12,4.0,4.0,3.1176470588235294
Line 2,KENNEDY BD STATION,MUO,2,13,4.0,4.0,3.1176470588235294
Line 2,KENNEDY BD STATION,MUO,3,5,5.0,5.2,3.1176470588235294
Line 2,KENNEDY BD STATION,MUO,3,6,5.0,5.0,3.1176470588235294
Line 2,KENNEDY BD STATION,MUO,4,11,3.0,3.0,3.1176470588235294
Line 2,KENNEDY BD STATION,MUO,4,23,0.0,0.0,3.1176470588235294
Line 2,KENNEDY BD STATION,MUO,5,17,0.0,0.0,3.1176470588235294
Line 2,KENNEDY BD STATION,MUO,6,8,3.0,3.0,3.1176470588235294
Line 2,KENNEDY BD STATION,MUO,6,9,4.0,2.0,3.1176470588235294
Line 2,KENNEDY BD STATION,MUPAA,0,6,0.0,0.0,0.8780487804878049
Line 2,KENNEDY BD STATION,MUPAA,0,12,3.0,3.0,0.8780487804878049
Line 2,KENNEDY BD STATION,MUPAA,0,17,1.5,1.5,0.8780487804878049
Line 2,KENNEDY BD STATION,MUPAA,0,18,0.0,0.0,0.8780487804878049
Line 2,KENNEDY BD STATION,MUPAA,1,2,0.0,0.0,0.8780487804878049
Line 2,KENNEDY BD STATION,MUPAA,1,10,4.0,2.3333333333333335,0.8780487804878049
Line 2,KENNEDY BD STATION,MUPAA,1,13,3.0,3.0,0.8780487804878049
Line 2,KENNEDY BD STATION,MUPAA,1,17,1.5,1.5,0.8780487804878049
Line 2,KENNEDY BD STATION,MUPAA,1,21,0.0,0.0,0.8780487804878049
Line 2,KENNEDY BD STATION,MUPAA,2,7,0.0,0.0,0.8780487804878049
Line 2,KENNEDY BD STATION,MUPAA,2,8,0.0,1.0,0.8780487804878049
Line 2,KENNEDY BD STATION,MUPAA,2,9,0.0,1.0,0.8780487804878049
Line 2,KENNEDY BD STATION,MUPAA,2,11,4.0,3.5,0.8780487804878049
Line 2,KENNEDY BD STATION,MUPAA,2,16,0.0,0.0,0.8780487804878049
Line 2,KENNEDY BD STATION,MUPAA,2,22,0.0,0.0,0.8780487804878049
Line 2,KENNEDY BD STATION,MUPAA,2,23,0.0,1.3333333333333333,0.8780487804878049
Line 2,KENNEDY BD STATION,MUPAA,3,6,0.0,0.0,0.8780487804878049
Line 2,KENNEDY BD STATION,MUPAA,3,9,3.0,1.0,0.8780487804878049
Line 2,KENNEDY BD STATION,MUPAA,3,15,0.0,0.0,0.8780487804878049
Line 2,KENNEDY BD STATION,MUPAA,3,16,0.0,0.0,0.8780487804878049
Line 2,KENNEDY BD STATION,MUPAA,3,20,0.0,0.0,0.8780487804878049
Line 2,KENNEDY BD STATION,MUPAA,3,23,4.0,1.3333333333333333,0.8780487804878049
Line 2,KENNEDY BD STATION,MUPAA,4,7,0.0,0.0,0.8780487804878049
Line 2,KENNEDY BD STATION,MUPAA,4,9,0.0,1.0,0.8780487804878049
Line 2,KENNEDY BD STATION,MUPAA,4,10,0.0,2.3333333333333335,0.8780487804878049
Line 2,KENNEDY BD STATION,MUPAA,4,14,0.0,0.0,0.8780487804878049
Line 2,KENNEDY BD STATION,MUPAA,4,18,0.0,0.0,0.8780487804878049
Line 2,KENNEDY BD STATION,MUPAA,4,19,0.0,0.0,0.8780487804878049
Line 2,KENNEDY BD STATION,MUPAA,4,21,0.0,0.0,0.8780487804878049
Line 2,KENNEDY BD STATION,MUPAA,5,6,0.0,0.0,0.8780487804878049
Line 2,KENNEDY BD STATION,MUPAA,5,11,3.0,3.5,0.8780487804878049
Line 2,KENNEDY BD STATION,MUPAA,6,7,0.0,0.0,0.8780487804878049
Line 2,KENNEDY BD STATION,MUPAA,6,8,1.5,1.0,0.8780487804878049
Line 2,KENNEDY BD STATION,MUPAA,6,10,3.0,2.3333333333333335,0.8780487804878049
Line 2,KENNEDY BD STATION,MUPAA,6,21,0.0,0.0,0.8780487804878049
Line 2,KENNEDY BD STATION,MUPAA,6,23,0.0,1.3333333333333333,0.8780487804878049
Line 2,KENNEDY BD STATION,MUPLB,2,9,11.0,11.0,11.0
Line 2,KENNEDY BD STATION,MUSAN,0,7,3.0,3.25,4.028169014084507
Line 2,KENNEDY BD STATION,MUSAN,0,12,4.0,4.0,4.028169014084507
Line 2,KENNEDY BD STATION,MUSAN,0,16,4.5,3.7142857142857144,4.028169014084507
Line 2,KENNEDY BD STATION,MUSAN,0,20,2.5,4.0,4.028169014084507
Line 2,KENNEDY BD STATION,MUSAN,0,22,10.0,7.0,4.028169014084507
Line 2,KENNEDY BD STATION,MUSAN,0,23,6.0,4.75,4.028169014084507
Line 2,KENNEDY BD STATION,MUSAN,1,8,3.0,3.1666666666666665,4.028169014084507
Line 2,KENNEDY BD STATION,MUSAN,1,12,4.0,4.0,4.028169014084507
Line 2,KENNEDY BD STATION,MUSAN,1,16,3.0,3.7142857142857144,4.028169014084507
Line 2,KENNEDY BD STATION,MUSAN,1,18,4.0,3.0,4.028169014084507
Line 2,KENNEDY BD STATION,MUSAN,1,19,5.0,5.0,4.028169014084507
Line 2,KENNEDY BD STATION,MUSAN,1,20,5.0,4.0,4.028169014084507
Line 2,KENNEDY BD STATION,MUSAN,1,21,5.0,5.0,4.028169014084507
Line 2,KENNEDY BD STATION,MUSAN,2,1,5.0,5.0,4.028169014084507
Line 2,KENNEDY BD STATION,MUSAN,2,6,3.0,3.5,4.028169014084507
Line 2,KENNEDY BD STATION,MUSAN,2,7,3.0,3.25,4.028169014084507
Line 2,KENNEDY BD STATION,MUSAN,2,13,4.0,4.0,4.028169014084507
Line 2,KENNEDY BD STATION,MUSAN,2,14,4.0,4.0,4.028169014084507
Line 2,KENNEDY BD STATION,MUSAN,2,19,5.0,5.0,4.028169014084507
Line 2,KENNEDY BD STATION,MUSAN,3,5,5.0,5.0,4.028169014084507
Line 2,KENNEDY BD STATION,MUSAN,3,8,3.0,3.1666666666666665,4.028169014084507
Line 2,KENNEDY BD STATION,MUSAN,3,11,2.5,3.1666666666666665,4.028169014084507
Line 2,KENNEDY BD STATION,MUSAN,3,12,4.0,4.0,4.028169014084507
Line 2,KENNEDY BD STATION,MUSAN,3,17,3.0,5.0,4.028169014084507
Line 2,KENNEDY BD STATION,MUSAN,3,23,3.0,4.75,4.028169014084507
Line 2,KENNEDY BD STATION,MUSAN,4,0,6.0,6.0,4.028169014084507
Line 2,KENNEDY BD STATION,MUSAN,4,5,5.0,5.0,4.028169014084507
Line 2,KENNEDY BD STATION,MUSAN,4,7,3.0,3.25,4.028169014084507
Line 2,KENNEDY BD STATION,MUSAN,4,8,4.0,3.1666666666666665,4.028169014084507
Line 2,KENNEDY BD STATION,MUSAN,4,10,4.0,5.0,4.028169014084507
Line 2,KENNEDY BD STATION,MUSAN,4,11,4.0,3.1666666666666665,4.028169014084507
Line 2,KENNEDY BD STATION,MUSAN,4,15,4.0,4.0,4.028169014084507
Line 2,KENNEDY BD STATION,MUSAN,4,16,3.0,3.7142857142857144,4.028169014084507
Line 2,KENNEDY BD STATION,MUSAN,4,18,3.0,3.0,4.028169014084507
Line 2,KENNEDY BD STATION,MUSAN,4,20,5.0,4.0,4.028169014084507
Line 2,KENNEDY BD STATION,MUSAN,4,21,5.0,5.0,4.028169014084507
Line 2,KENNEDY BD STATION,MUSAN,4,23,5.0,4.75,4.028169014084507
Line 2,KENNEDY BD STATION,MUSAN,5,2,0.0,0.0,4.028169014084507
Line 2,KENNEDY BD STATION,MUSAN,5,6,4.0,3.5,4.028169014084507
Line 2,KENNEDY BD STATION,MUSAN,5,7,4.0,3.25,4.028169014084507
Line 2,KENNEDY BD STATION,MUSAN,5,10,6.0,5.0,4.028169014084507
Line 2,KENNEDY BD STATION,MUSAN,5,11,3.5,3.1666666666666665,4.028169014084507
Line 2,KENNEDY BD STATION,MUSAN,5,12,4.0,4.0,4.028169014084507
Line 2,KENNEDY BD STATION,MUSAN,5,13,4.0,4.0,4.028169014084507
Line 2,KENNEDY BD STATION,MUSAN,5,16,4.0,3.7142857142857144,4.028169014084507
Line 2,KENNEDY BD STATION,MUSAN,5,17,4.5,5.0,4.028169014084507
Line 2,KENNEDY BD STATION,MUSAN,5,23,5.0,4.75,4.028169014084507
Line 2,KENNEDY BD STATION,MUSAN,6,9,3.0,3.0,4.028169014084507
Line 2,KENNEDY BD STATION,MUSAN,6,11,3.0,3.1666666666666665,4.028169014084507
Line 2,KENNEDY BD STATION,MUSAN,6,14,4.0,4.0,4.028169014084507
Line 2,KENNEDY BD STATION,MUSAN,6,16,3.5,3.7142857142857144,4.028169014084507
Line 2,KENNEDY BD STATION,MUSAN,6,17,12.0,5.0,4.028169014084507
Line 2,KENNEDY BD STATION,MUSAN,6,18,2.5,3.0,4.028169014084507
Line 2,KENNEDY BD STATION,MUSAN,6,19,5.0,5.0,4.028169014084507
Line 2,KENNEDY BD STATION,MUSAN,6,20,5.0,4.0,4.028169014084507
Line 2,KENNEDY BD STATION,MUSAN,6,22,4.0,7.0,4.028169014084507
Line 2,KENNEDY BD STATION,MUSC,0,2,0.0,0.0,0.45588235294117646
Line 2,KENNEDY BD STATION,MUSC,0,6,0.0,0.0,0.45588235294117646
Line 2,KENNEDY BD STATION,MUSC,0,7,0.0,0.0,0.45588235294117646
Line 2,KENNEDY BD STATION,MUSC,0,8,0.0,0.0,0.45588235294117646
Line 2,KENNEDY BD STATION,MUSC,0,10,0.0,0.0,0.45588235294117646
Line 2,KENNEDY BD STATION,MUSC,0,17,0.0,0.0,0.45588235294117646
Line 2,KENNEDY BD STATION,MUSC,1,6,0.0,0.0,0.45588235294117646
Line 2,KENNEDY BD STATION,MUSC,1,7,0.0,0.0,0.45588235294117646
Line 2,KENNEDY BD STATION,MUSC,1,13,0.0,4.5,0.45588235294117646
Line 2,KENNEDY BD STATION,MUSC,1,14,0.0,0.0,0.45588235294117646
Line 2,KENNEDY BD STATION,MUSC,1,15,0.0,0.0,0.45588235294117646
Line 2,KENNEDY BD STATION,MUSC,1,19,0.0,0.5714285714285714,0.45588235294117646
Line 2,KENNEDY BD STATION,MUSC,1,23,5.0,5.0,0.45588235294117646
Line 2,KENNEDY BD STATION,MUSC,2,5,0.0,0.0,0.45588235294117646
Line 2,KENNEDY BD STATION,MUSC,2,6,0.0,0.0,0.45588235294117646
Line 2,KENNEDY BD STATION,MUSC,2,8,0.0,0.0,0.45588235294117646
Line 2,KENNEDY BD STATION,MUSC,2,10,0.0,0.0,0.45588235294117646
Line 2,KENNEDY BD STATION,MUSC,2,12,0.0,0.0,0.45588235294117646
Line 2,KENNEDY BD STATION,MUSC,2,13,3.0,4.5,0.45588235294117646
Line 2,KENNEDY BD STATION,MUSC,2,18,0.0,0.0,0.45588235294117646
Line 2,KENNEDY BD STATION,MUSC,2,19,0.0,0.5714285714285714,0.45588235294117646
Line 2,KENNEDY BD STATION,MUSC,3,2,0.0,0.0,0.45588235294117646
Line 2,KENNEDY BD STATION,MUSC,3,7,0.0,0.0,0.45588235294117646
Line 2,KENNEDY BD STATION,MUSC,3,11,2.0,1.0,0.45588235294117646
Line 2,KENNEDY BD STATION,MUSC,3,13,15.0,4.5,0.45588235294117646
Line 2,KENNEDY BD STATION,MUSC,3,17,0.0,0.0,0.45588235294117646
Line 2,KENNEDY BD STATION,MUSC,3,19,4.0,0.5714285714285714,0.45588235294117646
Line 2,KENNEDY BD STATION,MUSC,4,2,0.0,0.0,0.45588235294117646
Line 2,KENNEDY BD STATION,MUSC,4,5,0.0,0.0,0.45588235294117646
Line 2,KENNEDY BD STATION,MUSC,4,6,0.0,0.0,0.45588235294117646
Line 2,KENNEDY BD STATION,MUSC,4,8,0.0,0.0,0.45588235294117646
Line 2,KENNEDY BD STATION,MUSC,4,11,0.0,1.0,0.45588235294117646
Line 2,KENNEDY BD STATION,MUSC,4,12,0.0,0.0,0.45588235294117646
Line 2,KENNEDY BD STATION,MUSC,4,16,0.0,0.0,0.45588235294117646
Line 2,KENNEDY BD STATION,MUSC,4,18,0.0,0.0,0.45588235294117646
Line 2,KENNEDY BD STATION,MUSC,4,19,0.0,0.5714285714285714,0.45588235294117646
Line 2,KENNEDY BD STATION,MUSC,4,20,0.0,0.0,0.45588235294117646
Line 2,KENNEDY BD STATION,MUSC,5,6,0.0,0.0,0.45588235294117646
Line 2,KENNEDY BD STATION,MUSC,5,12,0.0,0.0,0.45588235294117646
Line 2,KENNEDY BD STATION,MUSC,5,13,0.0,4.5,0.45588235294117646
Line 2,KENNEDY BD STATION,MUSC,5,19,0.0,0.5714285714285714,0.45588235294117646
Line 2,KENNEDY BD STATION,MUSC,5,22,0.0,0.0,0.45588235294117646
Line 2,KENNEDY BD STATION,MUSC,6,1,0.0,0.0,0.45588235294117646
Line 2,KENNEDY BD STATION,MUSC,6,2,0.0,0.0,0.45588235294117646
Line 2,KENNEDY BD STATION,MUSC,6,8,0.0,0.0,0.45588235294117646
Line 2,KENNEDY BD STATION,MUSC,6,10,0.0,0.0,0.45588235294117646
Line 2,KENNEDY BD STATION,MUSC,6,12,0.0,0.0,0.45588235294117646
Line 2,KENNEDY BD STATION,MUSC,6,19,0.0,0.5714285714285714,0.45588235294117646
Line 2,KENNEDY BD STATION,MUTD,2,14,4.0,4.0,4.5
Line 2,KENNEDY BD STATION,MUTD,3,7,5.0,5.0,4.5
Line 2,KENNEDY BD STATION,MUTO,0,10,4.0,4.0,4.2727272727272725
Line 2,KENNEDY BD STATION,MUTO,1,0,4.0,5.333333333333333,4.2727272727272725
Line 2,KENNEDY BD STATION,MUTO,1,1,1.5,1.5,4.2727272727272725
Line 2,KENNEDY BD STATION,MUTO,1,14,4.0,3.5,4.2727272727272725
Line 2,KENNEDY BD STATION,MUTO,1,19,5.0,5.0,4.2727272727272725
Line 2,KENNEDY BD STATION,MUTO,2,6,4.0,3.5,4.2727272727272725
Line 2,KENNEDY BD STATION,MUTO,2,13,4.0,4.0,4.2727272727272725
Line 2,KENNEDY BD STATION,MUTO,2,15,3.0,3.0,4.2727272727272725
Line 2,KENNEDY BD STATION,MUTO,3,13,4.0,4.0,4.2727272727272725
Line 2,KENNEDY BD STATION,MUTO,3,17,3.0,3.0,4.2727272727272725
Line 2,KENNEDY BD STATION,MUTO,3,21,6.0,6.0,4.2727272727272725
Line 2,KENNEDY BD STATION,MUTO,4,6,3.0,3.5,4.2727272727272725
Line 2,KENNEDY BD STATION,MUTO,4,19,5.0,5.0,4.2727272727272725
Line 2,KENNEDY BD STATION,MUTO,5,0,6.0,5.333333333333333,4.2727272727272725
Line 2,KENNEDY BD STATION,MUTO,5,9,4.0,4.0,4.2727272727272725
Line 2,KENNEDY BD STATION,MUTO,5,20,3.0,3.0,4.2727272727272725
Line 2,KENNEDY BD STATION,MUTO,5,23,12.0,12.0,4.2727272727272725
Line 2,KENNEDY BD STATION,MUTO,6,8,4.0,4.0,4.2727272727272725
Line 2,KENNEDY BD STATION,MUTO,6,11,4.0,4.0,4.2727272727272725
Line 2,KENNEDY BD STATION,MUTO,6,14,3.0,3.5,4.2727272727272725
Line 2,KENNEDY BD STATION,MUWR,0,6,3.0,3.0,3.75
Line 2,KENNEDY BD STATION,MUWR,3,21,5.0,5.0,3.75
Line 2,KENNEDY BD STATION,MUWR,4,17,3.0,3.0,3.75
Line 2,KENNEDY BD STATION,MUWR,6,9,4.0,4.0,3.75
Line 2,KENNEDY BD STATION,PUCSC,3,6,3.0,3.0,3.0
Line 2,KENNEDY BD STATION,PUCSS,1,21,5.0,5.0,1.6666666666666667
Line 2,KENNEDY BD STATION,PUCSS,4,2,0.0,0.0,1.6666666666666667
Line 2,KENNEDY BD STATION,PUCSS,4,7,0.0,0.0,1.6666666666666667
Line 2,KENNEDY BD STATION,PUEO,3,5,3.0,3.0,3.0
Line 2,KENNEDY BD STATION,PUEWZ,3,3,0.0,0.0,0.0
Line 2,KENNEDY BD STATION,PUMEL,0,10,0.0,0.0,0.0
Line 2,KENNEDY BD STATION,PUMEL,0,12,0.0,0.0,0.0
Line 2,KENNEDY BD STATION,PUMEL,0,16,0.0,0.0,0.0
Line 2,KENNEDY BD STATION,PUMEL,0,17,0.0,0.0,0.0
Line 2,KENNEDY BD STATION,PUMEL,0,22,0.0,0.0,0.0
Line 2,KENNEDY BD STATION,PUMEL,1,0,0.0,0.0,0.0
Line 2,KENNEDY BD STATION,PUMEL,1,9,0.0,0.0,0.0
Line 2,KENNEDY BD STATION,PUMEL,1,11,0.0,0.0,0.0
Line 2,KENNEDY BD STATION,PUMEL,1,13,0.0,0.0,0.0
Line 2,KENNEDY BD STATION,PUMEL,1,14,0.0,0.0,0.0
Line 2,KENNEDY BD STATION,PUMEL,1,18,0.0,0.0,0.0
Line 2,KENNEDY BD STATION,PUMEL,1,19,0.0,0.0,0.0
Line 2,KENNEDY BD STATION,PUMEL,2,0,0.0,0.0,0.0
Line 2,KENNEDY BD STATION,PUMEL,2,2,0.0,0.0,0.0
Line 2,KENNEDY BD STATION,PUMEL,2,6,0.0,0.0,0.0
Line 2,KENNEDY BD STATION,PUMEL,2,11,0.0,0.0,0.0
Line 2,KENNEDY BD STATION,PUMEL,2,12,0.0,0.0,0.0
Line 2,KENNEDY BD STATION,PUMEL,2,14,0.0,0.0,0.0
Line 2,KENNEDY BD STATION,PUMEL,2,15,0.0,0.0,0.0
Line 2,KENNEDY BD STATION,PUMEL,2,16,0.0,0.0,0.0
Line 2,KENNEDY BD STATION,PUMEL,3,1,0.0,0.0,0.0
Line 2,KENNEDY BD STATION,PUMEL,3,7,0.0,0.0,0.0
Line 2,KENNEDY BD STATION,PUMEL,3,12,0.0,0.0,0.0
Line 2,KENNEDY BD STATION,PUMEL,3,14,0.0,0.0,0.0
Line 2,KENNEDY BD STATION,PUMEL,3,15,0.0,0.0,0.0
Line 2,KENNEDY BD STATION,PUMEL,4,9,0.0,0.0,0.0
Line 2,KENNEDY BD STATION,PUMEL,4,14,0.0,0.0,0.0
Line 2,KENNEDY BD STATION,PUMEL,4,20,0.0,0.0,0.0
Line 2,KENNEDY BD STATION,PUMEL,4,21,0.0,0.0,0.0
Line 2,KENNEDY BD STATION,PUMEL,5,0,0.0,0.0,0.0
Line 2,KENNEDY BD STATION,PUMEL,5,12,0.0,0.0,0.0
Line 2,KENNEDY BD STATION,PUMEL,5,13,0.0,0.0,0.0
Line 2,KENNEDY BD STATION,PUMEL,5,19,0.0,0.0,0.0
Line 2,KENNEDY BD STATION,PUMEL,5,22,0.0,0.0,0.0
Line 2,KENNEDY BD STATION,PUMEL,6,13,0.0,0.0,0.0
Line 2,KENNEDY BD STATION,PUMEL,6,14,0.0,0.0,0.0
Line 2,KENNEDY BD STATION,PUMEL,6,17,0.0,0.0,0.0
Line 2,KENNEDY BD STATION,PUMEL,6,18,0.0,0.0,0.0
Line 2,KENNEDY BD STATION,PUMEL,6,23,0.0,0.0,0.0
Line 2,KENNEDY BD STATION,PUMO,0,10,0.0,0.0,0.0
Line 2,KENNEDY BD STATION,PUMO,0,14,0.0,0.0,0.0
Line 2,KENNEDY BD STATION,PUMO,1,16,0.0,0.0,0.0
Line 2,KENNEDY BD STATION,PUMO,2,12,0.0,0.0,0.0
Line 2,KENNEDY BD STATION,PUMO,3,9,0.0,0.0,0.0
Line 2,KENNEDY BD STATION,PUMO,4,23,0.0,0.0,0.0
Line 2,KENNEDY BD STATION,PUMO,5,19,0.0,0.0,0.0
Line 2,KENNEDY BD STATION,PUMST,0,8,0.0,0.0,0.0
Line 2,KENNEDY BD STATION,PUMST,0,11,0.0,0.0,0.0
Line 2,KENNEDY BD STATION,PUMST,0,13,0.0,0.0,0.0
Line 2,KENNEDY BD STATION,PUMST,0,14,0.0,0.0,0.0
Line 2,KENNEDY BD STATION,PUMST,0,15,0.0,0.0,0.0
Line 2,KENNEDY BD STATION,PUMST,0,17,0.0,0.0,0.0
Line 2,KENNEDY BD STATION,PUMST,0,18,0.0,0.0,0.0
Line 2,KENNEDY BD STATION,PUMST,1,7,0.0,0.0,0.0
Line 2,KENNEDY BD STATION,PUMST,1,8,0.0,0.0,0.0
Line 2,KENNEDY BD STATION,PUMST,1,9,0.0,0.0,0.0
Line 2,KENNEDY BD STATION,PUMST,1,10,0.0,0.0,0.0
Line 2,KENNEDY BD STATION,PUMST,1,11,0.0,0.0,0.0
Line 2,KENNEDY BD STATION,PUMST,1,13,0.0,0.0,0.0
Line 2,KENNEDY BD STATION,PUMST,1,14,0.0,0.0,0.0
Line 2,KENNEDY BD STATION,PUMST,1,15,0.0,0.0,0.0
Line 2,KENNEDY BD STATION,PUMST,1,16,0.0,0.0,0.0
Line 2,KENNEDY BD STATION,PUMST,1,17,0.0,0.0,0.0
Line 2,KENNEDY BD STATION,PUMST,2,8,0.0,0.0,0.0
Line 2,KENNEDY BD STATION,PUMST,2,9,0.0,0.0,0.0
Line 2,KENNEDY BD STATION,PUMST,2,13,0.0,0.0,0.0
Line 2,KENNEDY BD STATION,PUMST,2,15,0.0,0.0,0.0
Line 2,KENNEDY BD STATION,PUMST,2,17,0.0,0.0,0.0
Line 2,KENNEDY BD STATION,PUMST,3,8,0.0,0.0,0.0
Line 2,KENNEDY BD STATION,PUMST,3,10,0.0,0.0,0.0
Line 2,KENNEDY BD STATION,PUMST,3,13,0.0,0.0,0.0
Line 2,KENNEDY BD STATION,PUMST,3,14,0.0,0.0,0.0
Line 2,KENNEDY BD STATION,PUMST,3,16,0.0,0.0,0.0
