Line,Station,Code,day_of_week,hour,route_day_hour_avg_delay,route_hour_avg_delay,route_avg_delay
Line 1,1 ST CLAIR AVENUE EAST,MUIRS,5,0,0.0,0.0,0.0
Line 1,111 SPADINA ROAD,SUO,3,22,0.0,0.0,0.0
Line 1,1900 YONGE MCBRIEN BLD,MUIE,2,8,0.0,0.0,0.0
Line 1,1900 YONGE ST- MCBRIEN,MUIRS,4,13,0.0,0.0,0.0
Line 1,2233 SHEPPARD WEST,PUMO,3,3,0.0,0.0,0.0
Line 1,APPROACHING FINCH STAT,MUPAA,3,17,0.0,0.0,0.0
Line 1,ASQUITH SUBSTATION,SUG,1,12,0.0,0.0,0.0
Line 1,ASQUITH SUBSTATION,SUO,5,22,0.0,0.0,0.0
Line 1,AVENUE STATION,MUNCA,4,5,0.0,0.0,0.0
Line 1,AVENUE STATION,TUNCA,5,5,0.0,0.0,0.0
Line 1,BATHURST STATION,SUAP,0,19,26.0,26.0,26.0
Line 1,BAY LOWER,MUO,5,15,53.0,53.0,53.0
Line 1,BAY LOWER,MUWR,1,2,0.0,0.0,0.0
Line 1,BAY LOWER,PUSO,2,4,0.0,0.0,0.0
Line 1,BAY STATION,MUIS,3,1,0.0,0.0,0.0
Line 1,BAYVIEW SUBSTATION,PUMO,4,8,0.0,0.0,0.0
Line 1,BLOOR DANFORTH LINE,MUGD,6,13,0.0,0.0,0.0
Line 1,BLOOR SATION,MUIS,4,21,0.0,0.0,0.0
Line 1,BLOOR STATION,EUAC,1,7,8.0,8.0,8.0
Line 1,BLOOR STATION,EUATC,1,8,7.0,7.0,7.0
Line 1,BLOOR STATION,EUBK,6,11,0.0,0.0,0.0
Line 1,BLOOR STATION,EUBO,2,17,10.0,10.0,10.0
Line 1,BLOOR STATION,EUCD,1,14,5.0,5.0,5.0
Line 1,BLOOR STATION,EUDO,1,6,4.0,4.0,3.4
Line 1,BLOOR STATION,EUDO,3,11,3.0,3.0,3.4
Line 1,BLOOR STATION,EUDO,3,18,0.0,0.0,3.4
Line 1,BLOOR STATION,EUDO,4,21,4.0,4.0,3.4
Line 1,BLOOR STATION,EUDO,6,19,6.0,6.0,3.4
Line 1,BLOOR STATION,EUO,2,0,15.0,15.0,15.0
Line 1,BLOOR STATION,EUTR,0,11,4.0,4.0,4.5
Line 1,BLOOR STATION,EUTR,4,7,5.0,5.0,4.5
Line 1,BLOOR STATION,EUVA,2,21,8.0,8.0,8.0
Line 1,BLOOR STATION,MUATC,0,17,3.0,3.0,3.8333333333333335
Line 1,BLOOR STATION,MUATC,1,6,3.0,1.5,3.8333333333333335
Line 1,BLOOR STATION,MUATC,3,6,0.0,1.5,3.8333333333333335
Line 1,BLOOR STATION,MUATC,3,11,6.0,6.0,3.8333333333333335
Line 1,BLOOR STATION,MUATC,6,2,5.0,5.0,3.8333333333333335
Line 1,BLOOR STATION,MUATC,6,8,6.0,6.0,3.8333333333333335
Line 1,BLOOR STATION,MUD,1,6,5.0,5.0,3.4
Line 1,BLOOR STATION,MUD,1,20,4.0,4.0,3.4
Line 1,BLOOR STATION,MUD,2,14,3.0,3.0,3.4
Line 1,BLOOR STATION,MUD,4,7,0.0,0.0,3.4
Line 1,BLOOR STATION,MUD,6,12,5.0,5.0,3.4
Line 1,BLOOR STATION,MUDD,0,10,4.0,4.0,5.666666666666667
Line 1,BLOOR STATION,MUDD,0,12,9.0,9.0,5.666666666666667
Line 1,BLOOR STATION,MUDD,2,17,7.0,4.666666666666667,5.666666666666667
Line 1,BLOOR STATION,MUDD,2,18,5.0,5.0,5.666666666666667
Line 1,BLOOR STATION,MUDD,3,17,3.5,4.666666666666667,5.666666666666667
Line 1,BLOOR STATION,MUDD,4,15,6.333333333333333,6.333333333333333,5.666666666666667
Line 1,BLOOR STATION,MUI,0,8,3.0,3.3333333333333335,10.166666666666666
Line 1,BLOOR STATION,MUI,0,11,37.0,37.0,10.166666666666666
Line 1,BLOOR STATION,MUI,0,17,22.0,17.666666666666668,10.166666666666666
Line 1,BLOOR STATION,MUI,1,16,5.0,4.0,10.166666666666666
Line 1,BLOOR STATION,MUI,1,19,9.0,9.0,10.166666666666666
Line 1,BLOOR STATION,MUI,1,22,7.0,9.5,10.166666666666666
Line 1,BLOOR STATION,MUI,2,8,4.0,3.3333333333333335,10.166666666666666
Line 1,BLOOR STATION,MUI,2,9,2.0,2.0,10.166666666666666
Line 1,BLOOR STATION,MUI,2,18,17.0,17.0,10.166666666666666
Line 1,BLOOR STATION,MUI,2,20,20.0,20.0,10.166666666666666
Line 1,BLOOR STATION,MUI,3,7,4.0,4.0,10.166666666666666
Line 1,BLOOR STATION,MUI,3,10,3.0,3.0,10.166666666666666
Line 1,BLOOR STATION,MUI,3,16,4.0,4.0,10.166666666666666
Line 1,BLOOR STATION,MUI,3,21,27.0,27.0,10.166666666666666
Line 1,BLOOR STATION,MUI,4,0,7.0,7.0,10.166666666666666
Line 1,BLOOR STATION,MUI,4,6,5.0,5.0,10.166666666666666
Line 1,BLOOR STATION,MUI,4,13,5.5,5.5,10.166666666666666
Line 1,BLOOR STATION,MUI,4,15,18.0,18.0,10.166666666666666
Line 1,BLOOR STATION,MUI,4,17,9.0,17.666666666666668,10.166666666666666
Line 1,BLOOR STATION,MUI,4,22,5.0,9.5,10.166666666666666
Line 1,BLOOR STATION,MUI,5,12,9.0,9.0,10.166666666666666
Line 1,BLOOR STATION,MUI,5,16,3.0,4.0,10.166666666666666
Line 1,BLOOR STATION,MUI,5,22,13.0,9.5,10.166666666666666
Line 1,BLOOR STATION,MUI,6,16,4.0,4.0,10.166666666666666
Line 1,BLOOR STATION,MUI,6,22,13.0,9.5,10.166666666666666
Line 1,BLOOR STATION,MUIE,1,17,0.0,0.0,0.0
Line 1,BLOOR STATION,MUIE,1,20,0.0,0.0,0.0
Line 1,BLOOR STATION,MUIE,3,17,0.0,0.0,0.0
Line 1,BLOOR STATION,MUIE,3,21,0.0,0.0,0.0
Line 1,BLOOR STATION,MUIE,5,13,0.0,0.0,0.0
Line 1,BLOOR STATION,MUIE,6,3,0.0,0.0,0.0
Line 1,BLOOR STATION,MUIR,0,8,0.0,1.5,3.2564102564102564
Line 1,BLOOR STATION,MUIR,0,10,5.5,4.0,3.2564102564102564
Line 1,BLOOR STATION,MUIR,0,12,0.0,0.0,3.2564102564102564
Line 1,BLOOR STATION,MUIR,0,14,12.0,5.8,3.2564102564102564
Line 1,BLOOR STATION,MUIR,0,15,10.0,2.8,3.2564102564102564
Line 1,BLOOR STATION,MUIR,0,16,3.0,3.6,3.2564102564102564
Line 1,BLOOR STATION,MUIR,0,17,7.0,5.333333333333333,3.2564102564102564
Line 1,BLOOR STATION,MUIR,0,19,0.0,3.4,3.2564102564102564
Line 1,BLOOR STATION,MUIR,1,0,0.0,2.5,3.2564102564102564
Line 1,BLOOR STATION,MUIR,1,6,0.0,2.0,3.2564102564102564
Line 1,BLOOR STATION,MUIR,1,8,3.25,1.5,3.2564102564102564
Line 1,BLOOR STATION,MUIR,1,9,3.0,2.25,3.2564102564102564
Line 1,BLOOR STATION,MUIR,1,10,0.0,4.0,3.2564102564102564
Line 1,BLOOR STATION,MUIR,1,11,0.0,1.6666666666666667,3.2564102564102564
Line 1,BLOOR STATION,MUIR,1,17,3.0,5.333333333333333,3.2564102564102564
Line 1,BLOOR STATION,MUIR,1,19,3.0,3.4,3.2564102564102564
Line 1,BLOOR STATION,MUIR,1,21,6.0,6.0,3.2564102564102564
Line 1,BLOOR STATION,MUIR,1,23,6.0,4.0,3.2564102564102564
Line 1,BLOOR STATION,MUIR,2,7,0.0,0.75,3.2564102564102564
Line 1,BLOOR STATION,MUIR,2,8,1.8333333333333333,1.5,3.2564102564102564
Line 1,BLOOR STATION,MUIR,2,9,0.0,2.25,3.2564102564102564
Line 1,BLOOR STATION,MUIR,2,11,0.0,1.6666666666666667,3.2564102564102564
Line 1,BLOOR STATION,MUIR,2,17,7.0,5.333333333333333,3.2564102564102564
Line 1,BLOOR STATION,MUIR,2,19,6.0,3.4,3.2564102564102564
Line 1,BLOOR STATION,MUIR,2,20,7.0,6.5,3.2564102564102564
Line 1,BLOOR STATION,MUIR,2,22,0.0,5.4,3.2564102564102564
Line 1,BLOOR STATION,MUIR,3,6,4.0,2.0,3.2564102564102564
Line 1,BLOOR STATION,MUIR,3,7,1.5,0.75,3.2564102564102564
Line 1,BLOOR STATION,MUIR,3,8,0.0,1.5,3.2564102564102564
Line 1,BLOOR STATION,MUIR,3,9,3.0,2.25,3.2564102564102564
Line 1,BLOOR STATION,MUIR,3,12,0.0,0.0,3.2564102564102564
Line 1,BLOOR STATION,MUIR,3,13,11.0,11.0,3.2564102564102564
Line 1,BLOOR STATION,MUIR,3,14,11.0,5.8,3.2564102564102564
Line 1,BLOOR STATION,MUIR,3,15,1.3333333333333333,2.8,3.2564102564102564
Line 1,BLOOR STATION,MUIR,3,16,3.0,3.6,3.2564102564102564
Line 1,BLOOR STATION,MUIR,3,17,5.0,5.333333333333333,3.2564102564102564
Line 1,BLOOR STATION,MUIR,4,7,0.0,0.75,3.2564102564102564
Line 1,BLOOR STATION,MUIR,4,8,0.0,1.5,3.2564102564102564
Line 1,BLOOR STATION,MUIR,4,11,5.0,1.6666666666666667,3.2564102564102564
Line 1,BLOOR STATION,MUIR,4,15,0.0,2.8,3.2564102564102564
Line 1,BLOOR STATION,MUIR,4,17,4.0,5.333333333333333,3.2564102564102564
Line 1,BLOOR STATION,MUIR,4,19,4.0,3.4,3.2564102564102564
Line 1,BLOOR STATION,MUIR,4,20,6.0,6.5,3.2564102564102564
Line 1,BLOOR STATION,MUIR,4,22,5.0,5.4,3.2564102564102564
Line 1,BLOOR STATION,MUIR,4,23,3.0,4.0,3.2564102564102564
Line 1,BLOOR STATION,MUIR,5,14,0.0,5.8,3.2564102564102564
Line 1,BLOOR STATION,MUIR,5,16,5.0,3.6,3.2564102564102564
Line 1,BLOOR STATION,MUIR,5,17,6.0,5.333333333333333,3.2564102564102564
Line 1,BLOOR STATION,MUIR,5,18,2.5,2.5,3.2564102564102564
Line 1,BLOOR STATION,MUIR,5,22,11.0,5.4,3.2564102564102564
Line 1,BLOOR STATION,MUIR,6,0,5.0,2.5,3.2564102564102564
Line 1,BLOOR STATION,MUIR,6,10,5.0,4.0,3.2564102564102564
Line 1,BLOOR STATION,MUIR,6,14,6.0,5.8,3.2564102564102564
Line 1,BLOOR STATION,MUIR,6,16,4.0,3.6,3.2564102564102564
Line 1,BLOOR STATION,MUIR,6,19,4.0,3.4,3.2564102564102564
Line 1,BLOOR STATION,MUIR,6,23,4.0,4.0,3.2564102564102564
Line 1,BLOOR STATION,MUIRS,0,2,0.0,0.0,0.07317073170731707
Line 1,BLOOR STATION,MUIRS,0,8,0.0,0.0,0.07317073170731707
Line 1,BLOOR STATION,MUIRS,0,14,0.0,0.0,0.07317073170731707
Line 1,BLOOR STATION,MUIRS,0,15,0.0,0.0,0.07317073170731707
Line 1,BLOOR STATION,MUIRS,0,16,0.0,0.0,0.07317073170731707
Line 1,BLOOR STATION,MUIRS,0,17,0.0,0.0,0.07317073170731707
Line 1,BLOOR STATION,MUIRS,0,18,0.0,0.0,0.07317073170731707
Line 1,BLOOR STATION,MUIRS,0,19,0.0,0.375,0.07317073170731707
Line 1,BLOOR STATION,MUIRS,0,20,0.0,0.0,0.07317073170731707
Line 1,BLOOR STATION,MUIRS,1,7,0.0,0.6,0.07317073170731707
Line 1,BLOOR STATION,MUIRS,1,8,0.0,0.0,0.07317073170731707
Line 1,BLOOR STATION,MUIRS,1,10,3.0,1.0,0.07317073170731707
Line 1,BLOOR STATION,MUIRS,1,11,0.0,0.0,0.07317073170731707
Line 1,BLOOR STATION,MUIRS,1,13,0.0,0.0,0.07317073170731707
Line 1,BLOOR STATION,MUIRS,1,14,0.0,0.0,0.07317073170731707
Line 1,BLOOR STATION,MUIRS,1,16,0.0,0.0,0.07317073170731707
Line 1,BLOOR STATION,MUIRS,1,17,0.0,0.0,0.07317073170731707
Line 1,BLOOR STATION,MUIRS,1,18,0.0,0.0,0.07317073170731707
Line 1,BLOOR STATION,MUIRS,1,19,0.0,0.375,0.07317073170731707
Line 1,BLOOR STATION,MUIRS,1,22,0.0,0.0,0.07317073170731707
Line 1,BLOOR STATION,MUIRS,2,0,0.0,0.0,0.07317073170731707
Line 1,BLOOR STATION,MUIRS,2,7,0.0,0.6,0.07317073170731707
Line 1,BLOOR STATION,MUIRS,2,8,0.0,0.0,0.07317073170731707
Line 1,BLOOR STATION,MUIRS,2,10,0.0,1.0,0.07317073170731707
Line 1,BLOOR STATION,MUIRS,2,13,0.0,0.0,0.07317073170731707
Line 1,BLOOR STATION,MUIRS,2,14,0.0,0.0,0.07317073170731707
Line 1,BLOOR STATION,MUIRS,2,15,0.0,0.0,0.07317073170731707
Line 1,BLOOR STATION,MUIRS,2,17,0.0,0.0,0.07317073170731707
Line 1,BLOOR STATION,MUIRS,2,18,0.0,0.0,0.07317073170731707
Line 1,BLOOR STATION,MUIRS,2,19,1.0,0.375,0.07317073170731707
Line 1,BLOOR STATION,MUIRS,2,22,0.0,0.0,0.07317073170731707
Line 1,BLOOR STATION,MUIRS,3,1,0.0,0.0,0.07317073170731707
Line 1,BLOOR STATION,MUIRS,3,6,0.0,0.0,0.07317073170731707
Line 1,BLOOR STATION,MUIRS,3,8,0.0,0.0,0.07317073170731707
Line 1,BLOOR STATION,MUIRS,3,13,0.0,0.0,0.07317073170731707
Line 1,BLOOR STATION,MUIRS,3,14,0.0,0.0,0.07317073170731707
Line 1,BLOOR STATION,MUIRS,3,15,0.0,0.0,0.07317073170731707
Line 1,BLOOR STATION,MUIRS,3,16,0.0,0.0,0.07317073170731707
Line 1,BLOOR STATION,MUIRS,3,19,0.0,0.375,0.07317073170731707
Line 1,BLOOR STATION,MUIRS,3,20,0.0,0.0,0.07317073170731707
Line 1,BLOOR STATION,MUIRS,3,23,0.0,0.0,0.07317073170731707
Line 1,BLOOR STATION,MUIRS,4,7,0.0,0.6,0.07317073170731707
Line 1,BLOOR STATION,MUIRS,4,11,0.0,0.0,0.07317073170731707
Line 1,BLOOR STATION,MUIRS,4,12,0.0,0.0,0.07317073170731707
Line 1,BLOOR STATION,MUIRS,4,14,0.0,0.0,0.07317073170731707
Line 1,BLOOR STATION,MUIRS,4,15,0.0,0.0,0.07317073170731707
Line 1,BLOOR STATION,MUIRS,4,16,0.0,0.0,0.07317073170731707
Line 1,BLOOR STATION,MUIRS,4,17,0.0,0.0,0.07317073170731707
Line 1,BLOOR STATION,MUIRS,4,18,0.0,0.0,0.07317073170731707
Line 1,BLOOR STATION,MUIRS,4,19,0.0,0.375,0.07317073170731707
Line 1,BLOOR STATION,MUIRS,4,20,0.0,0.0,0.07317073170731707
Line 1,BLOOR STATION,MUIRS,4,21,0.0,0.0,0.07317073170731707
Line 1,BLOOR STATION,MUIRS,4,22,0.0,0.0,0.07317073170731707
Line 1,BLOOR STATION,MUIRS,4,23,0.0,0.0,0.07317073170731707
Line 1,BLOOR STATION,MUIRS,5,0,0.0,0.0,0.07317073170731707
Line 1,BLOOR STATION,MUIRS,5,7,3.0,0.6,0.07317073170731707
Line 1,BLOOR STATION,MUIRS,5,9,0.0,0.0,0.07317073170731707
Line 1,BLOOR STATION,MUIRS,5,10,0.0,1.0,0.07317073170731707
Line 1,BLOOR STATION,MUIRS,5,12,0.0,0.0,0.07317073170731707
Line 1,BLOOR STATION,MUIRS,5,14,0.0,0.0,0.07317073170731707
Line 1,BLOOR STATION,MUIRS,5,15,0.0,0.0,0.07317073170731707
Line 1,BLOOR STATION,MUIRS,5,16,0.0,0.0,0.07317073170731707
Line 1,BLOOR STATION,MUIRS,5,17,0.0,0.0,0.07317073170731707
Line 1,BLOOR STATION,MUIRS,5,18,0.0,0.0,0.07317073170731707
Line 1,BLOOR STATION,MUIRS,5,20,0.0,0.0,0.07317073170731707
Line 1,BLOOR STATION,MUIRS,5,21,0.0,0.0,0.07317073170731707
Line 1,BLOOR STATION,MUIRS,5,22,0.0,0.0,0.07317073170731707
Line 1,BLOOR STATION,MUIRS,5,23,0.0,0.0,0.07317073170731707
Line 1,BLOOR STATION,MUIRS,6,0,0.0,0.0,0.07317073170731707
Line 1,BLOOR STATION,MUIRS,6,12,0.0,0.0,0.07317073170731707
Line 1,BLOOR STATION,MUIRS,6,14,0.0,0.0,0.07317073170731707
Line 1,BLOOR STATION,MUIRS,6,15,0.0,0.0,0.07317073170731707
Line 1,BLOOR STATION,MUIRS,6,18,0.0,0.0,0.07317073170731707
Line 1,BLOOR STATION,MUIRS,6,20,0.0,0.0,0.07317073170731707
Line 1,BLOOR STATION,MUIRS,6,21,0.0,0.0,0.07317073170731707
Line 1,BLOOR STATION,MUIRS,6,22,0.0,0.0,0.07317073170731707
Line 1,BLOOR STATION,MUIRS,6,23,0.0,0.0,0.07317073170731707
Line 1,BLOOR STATION,MUIS,0,0,0.0,0.0,0.07407407407407407
Line 1,BLOOR STATION,MUIS,0,2,0.0,0.0,0.07407407407407407
Line 1,BLOOR STATION,MUIS,0,6,0.0,0.0,0.07407407407407407
Line 1,BLOOR STATION,MUIS,0,7,0.0,0.0,0.07407407407407407
Line 1,BLOOR STATION,MUIS,0,8,0.0,0.0,0.07407407407407407
Line 1,BLOOR STATION,MUIS,0,9,0.0,0.0,0.07407407407407407
Line 1,BLOOR STATION,MUIS,0,12,0.0,0.0,0.07407407407407407
Line 1,BLOOR STATION,MUIS,0,13,0.0,0.0,0.07407407407407407
Line 1,BLOOR STATION,MUIS,0,15,0.0,0.0,0.07407407407407407
Line 1,BLOOR STATION,MUIS,0,16,0.0,0.0,0.07407407407407407
Line 1,BLOOR STATION,MUIS,0,17,0.0,0.0,0.07407407407407407
Line 1,BLOOR STATION,MUIS,0,19,0.0,0.7142857142857143,0.07407407407407407
Line 1,BLOOR STATION,MUIS,0,20,0.0,0.0,0.07407407407407407
Line 1,BLOOR STATION,MUIS,0,21,0.0,0.42857142857142855,0.07407407407407407
Line 1,BLOOR STATION,MUIS,0,22,0.0,0.0,0.07407407407407407
Line 1,BLOOR STATION,MUIS,0,23,0.0,0.0,0.07407407407407407
Line 1,BLOOR STATION,MUIS,1,0,0.0,0.0,0.07407407407407407
Line 1,BLOOR STATION,MUIS,1,1,0.0,0.0,0.07407407407407407
Line 1,BLOOR STATION,MUIS,1,6,0.0,0.0,0.07407407407407407
Line 1,BLOOR STATION,MUIS,1,7,0.0,0.0,0.07407407407407407
Line 1,BLOOR STATION,MUIS,1,8,0.0,0.0,0.07407407407407407
Line 1,BLOOR STATION,MUIS,1,9,0.0,0.0,0.07407407407407407
Line 1,BLOOR STATION,MUIS,1,12,0.0,0.0,0.07407407407407407
Line 1,BLOOR STATION,MUIS,1,13,0.0,0.0,0.07407407407407407
Line 1,BLOOR STATION,MUIS,1,14,0.0,0.0,0.07407407407407407
Line 1,BLOOR STATION,MUIS,1,16,0.0,0.0,0.07407407407407407
Line 1,BLOOR STATION,MUIS,1,17,0.0,0.0,0.07407407407407407
Line 1,BLOOR STATION,MUIS,1,18,0.0,0.0,0.07407407407407407
Line 1,BLOOR STATION,MUIS,1,19,0.0,0.7142857142857143,0.07407407407407407
Line 1,BLOOR STATION,MUIS,1,20,0.0,0.0,0.07407407407407407
Line 1,BLOOR STATION,MUIS,1,21,0.0,0.42857142857142855,0.07407407407407407
Line 1,BLOOR STATION,MUIS,1,22,0.0,0.0,0.07407407407407407
Line 1,BLOOR STATION,MUIS,1,23,0.0,0.0,0.07407407407407407
Line 1,BLOOR STATION,MUIS,2,0,0.0,0.0,0.07407407407407407
Line 1,BLOOR STATION,MUIS,2,8,0.0,0.0,0.07407407407407407
Line 1,BLOOR STATION,MUIS,2,9,0.0,0.0,0.07407407407407407
Line 1,BLOOR STATION,MUIS,2,10,0.0,0.0,0.07407407407407407
Line 1,BLOOR STATION,MUIS,2,11,0.0,0.0,0.07407407407407407
Line 1,BLOOR STATION,MUIS,2,12,0.0,0.0,0.07407407407407407
Line 1,BLOOR STATION,MUIS,2,13,0.0,0.0,0.07407407407407407
Line 1,BLOOR STATION,MUIS,2,14,0.0,0.0,0.07407407407407407
Line 1,BLOOR STATION,MUIS,2,15,0.0,0.0,0.07407407407407407
Line 1,BLOOR STATION,MUIS,2,16,0.0,0.0,0.07407407407407407
Line 1,BLOOR STATION,MUIS,2,17,0.0,0.0,0.07407407407407407
Line 1,BLOOR STATION,MUIS,2,18,0.0,0.0,0.07407407407407407
Line 1,BLOOR STATION,MUIS,2,19,0.0,0.7142857142857143,0.07407407407407407
Line 1,BLOOR STATION,MUIS,2,20,0.0,0.0,0.07407407407407407
Line 1,BLOOR STATION,MUIS,2,21,1.5,0.42857142857142855,0.07407407407407407
Line 1,BLOOR STATION,MUIS,2,22,0.0,0.0,0.07407407407407407
Line 1,BLOOR STATION,MUIS,2,23,0.0,0.0,0.07407407407407407
Line 1,BLOOR STATION,MUIS,3,0,0.0,0.0,0.07407407407407407
Line 1,BLOOR STATION,MUIS,3,1,0.0,0.0,0.07407407407407407
Line 1,BLOOR STATION,MUIS,3,6,0.0,0.0,0.07407407407407407
Line 1,BLOOR STATION,MUIS,3,7,0.0,0.0,0.07407407407407407
Line 1,BLOOR STATION,MUIS,3,8,0.0,0.0,0.07407407407407407
Line 1,BLOOR STATION,MUIS,3,10,0.0,0.0,0.07407407407407407
Line 1,BLOOR STATION,MUIS,3,11,0.0,0.0,0.07407407407407407
Line 1,BLOOR STATION,MUIS,3,12,0.0,0.0,0.07407407407407407
Line 1,BLOOR STATION,MUIS,3,14,0.0,0.0,0.07407407407407407
Line 1,BLOOR STATION,MUIS,3,15,0.0,0.0,0.07407407407407407
Line 1,BLOOR STATION,MUIS,3,16,0.0,0.0,0.07407407407407407
Line 1,BLOOR STATION,MUIS,3,17,0.0,0.0,0.07407407407407407
Line 1,BLOOR STATION,MUIS,3,19,3.3333333333333335,0.7142857142857143,0.07407407407407407
Line 1,BLOOR STATION,MUIS,3,20,0.0,0.0,0.07407407407407407
Line 1,BLOOR STATION,MUIS,3,21,0.0,0.42857142857142855,0.07407407407407407
Line 1,BLOOR STATION,MUIS,3,22,0.0,0.0,0.07407407407407407
Line 1,BLOOR STATION,MUIS,3,23,0.0,0.0,0.07407407407407407
Line 1,BLOOR STATION,MUIS,4,0,0.0,0.0,0.07407407407407407
Line 1,BLOOR STATION,MUIS,4,1,0.0,0.0,0.07407407407407407
Line 1,BLOOR STATION,MUIS,4,8,0.0,0.0,0.07407407407407407
Line 1,BLOOR STATION,MUIS,4,9,0.0,0.0,0.07407407407407407
Line 1,BLOOR STATION,MUIS,4,10,0.0,0.0,0.07407407407407407
Line 1,BLOOR STATION,MUIS,4,11,0.0,0.0,0.07407407407407407
Line 1,BLOOR STATION,MUIS,4,12,0.0,0.0,0.07407407407407407
Line 1,BLOOR STATION,MUIS,4,13,0.0,0.0,0.07407407407407407
Line 1,BLOOR STATION,MUIS,4,14,0.0,0.0,0.07407407407407407
Line 1,BLOOR STATION,MUIS,4,15,0.0,0.0,0.07407407407407407
Line 1,BLOOR STATION,MUIS,4,16,0.0,0.0,0.07407407407407407
Line 1,BLOOR STATION,MUIS,4,17,0.0,0.0,0.07407407407407407
Line 1,BLOOR STATION,MUIS,4,18,0.0,0.0,0.07407407407407407
Line 1,BLOOR STATION,MUIS,4,20,0.0,0.0,0.07407407407407407
Line 1,BLOOR STATION,MUIS,4,21,0.0,0.42857142857142855,0.07407407407407407
Line 1,BLOOR STATION,MUIS,4,22,0.0,0.0,0.07407407407407407
Line 1,BLOOR STATION,MUIS,4,23,0.0,0.0,0.07407407407407407
Line 1,BLOOR STATION,MUIS,5,0,0.0,0.0,0.07407407407407407
Line 1,BLOOR STATION,MUIS,5,10,0.0,0.0,0.07407407407407407
Line 1,BLOOR STATION,MUIS,5,11,0.0,0.0,0.07407407407407407
Line 1,BLOOR STATION,MUIS,5,13,0.0,0.0,0.07407407407407407
Line 1,BLOOR STATION,MUIS,5,14,0.0,0.0,0.07407407407407407
Line 1,BLOOR STATION,MUIS,5,15,0.0,0.0,0.07407407407407407
Line 1,BLOOR STATION,MUIS,5,16,0.0,0.0,0.07407407407407407
Line 1,BLOOR STATION,MUIS,5,17,0.0,0.0,0.07407407407407407
Line 1,BLOOR STATION,MUIS,5,19,0.0,0.7142857142857143,0.07407407407407407
Line 1,BLOOR STATION,MUIS,5,20,0.0,0.0,0.07407407407407407
Line 1,BLOOR STATION,MUIS,5,21,0.0,0.42857142857142855,0.07407407407407407
Line 1,BLOOR STATION,MUIS,5,22,0.0,0.0,0.07407407407407407
Line 1,BLOOR STATION,MUIS,6,1,0.0,0.0,0.07407407407407407
Line 1,BLOOR STATION,MUIS,6,10,0.0,0.0,0.07407407407407407
Line 1,BLOOR STATION,MUIS,6,12,0.0,0.0,0.07407407407407407
Line 1,BLOOR STATION,MUIS,6,13,0.0,0.0,0.07407407407407407
Line 1,BLOOR STATION,MUIS,6,15,0.0,0.0,0.07407407407407407
Line 1,BLOOR STATION,MUIS,6,17,0.0,0.0,0.07407407407407407
Line 1,BLOOR STATION,MUIS,6,18,0.0,0.0,0.07407407407407407
Line 1,BLOOR STATION,MUIS,6,19,0.0,0.7142857142857143,0.07407407407407407
Line 1,BLOOR STATION,MUIS,6,20,0.0,0.0,0.07407407407407407
Line 1,BLOOR STATION,MUIS,6,21,0.0,0.42857142857142855,0.07407407407407407
Line 1,BLOOR STATION,MUIS,6,22,0.0,0.0,0.07407407407407407
Line 1,BLOOR STATION,MUNCA,0,17,0.0,0.0,0.0
Line 1,BLOOR STATION,MUNCA,1,19,0.0,0.0,0.0
Line 1,BLOOR STATION,MUNCA,2,5,0.0,0.0,0.0
Line 1,BLOOR STATION,MUNCA,2,7,0.0,0.0,0.0
Line 1,BLOOR STATION,MUNCA,3,16,0.0,0.0,0.0
Line 1,BLOOR STATION,MUNCA,3,17,0.0,0.0,0.0
Line 1,BLOOR STATION,MUNCA,3,18,0.0,0.0,0.0
Line 1,BLOOR STATION,MUNCA,4,5,0.0,0.0,0.0
Line 1,BLOOR STATION,MUNCA,4,15,0.0,0.0,0.0
Line 1,BLOOR STATION,MUNCA,4,17,0.0,0.0,0.0
Line 1,BLOOR STATION,MUNCA,5,6,0.0,0.0,0.0
Line 1,BLOOR STATION,MUNCA,5,17,0.0,0.0,0.0
Line 1,BLOOR STATION,MUNCA,6,16,0.0,0.0,0.0
Line 1,BLOOR STATION,MUNCA,6,17,0.0,0.0,0.0
Line 1,BLOOR STATION,MUNCA,6,18,0.0,0.0,0.0
Line 1,BLOOR STATION,MUNCA,6,22,0.0,0.0,0.0
Line 1,BLOOR STATION,MUO,0,5,5.0,7.0,2.2
Line 1,BLOOR STATION,MUO,0,7,0.0,0.0,2.2
Line 1,BLOOR STATION,MUO,0,18,0.0,0.0,2.2
Line 1,BLOOR STATION,MUO,0,21,0.0,0.0,2.2
Line 1,BLOOR STATION,MUO,1,5,6.0,7.0,2.2
Line 1,BLOOR STATION,MUO,1,6,7.0,3.5,2.2
Line 1,BLOOR STATION,MUO,1,9,4.0,3.5,2.2
Line 1,BLOOR STATION,MUO,1,23,0.0,3.0,2.2
Line 1,BLOOR STATION,MUO,2,7,0.0,0.0,2.2
Line 1,BLOOR STATION,MUO,3,5,10.0,7.0,2.2
Line 1,BLOOR STATION,MUO,3,7,0.0,0.0,2.2
Line 1,BLOOR STATION,MUO,3,9,3.0,3.5,2.2
Line 1,BLOOR STATION,MUO,3,19,3.0,3.0,2.2
Line 1,BLOOR STATION,MUO,3,20,0.0,0.0,2.2
Line 1,BLOOR STATION,MUO,3,21,0.0,0.0,2.2
Line 1,BLOOR STATION,MUO,4,6,0.0,3.5,2.2
